,Time,Time_raw,SR,WT,SL,DL,interporated GSI_Female,interporated GSI_Male
373,373.0,2016-10-08,6.320000000000000,23.40833333333330,3.3,11.583333333333300,1.6833302421045900,0.4758097445003410
374,374.0,2016-10-09,6.9,21.762500000000000,0.6,11.55,1.6743238401104200,0.4796236862671160
375,375.0,2016-10-10,14.790000000000000,19.025,4.5,11.5,1.6627419039777100,0.4800814041028960
376,376.0,2016-10-11,8.840000000000000,19.787500000000000,4.4,11.466666666666700,1.6490466929422000,0.47753337269208100
377,377.0,2016-10-12,15.170000000000000,19.6625,6.7,11.433333333333300,1.633700466239620,0.47233006671906800
378,378.0,2016-10-13,13.440000000000000,17.429166666666700,2.1,11.4,1.6171654831057200,0.464821960868256
379,379.0,2016-10-14,10.780000000000000,17.275,2.2,11.366666666666700,1.5999040027762200,0.45535952982404400
380,380.0,2016-10-15,18.300000000000000,17.754166666666700,10.4,11.333333333333300,1.5823782844868700,0.4442932482708290
381,381.0,2016-10-16,15.940000000000000,18.583333333333300,9.1,11.283333333333300,1.5650505874734100,0.43197359089301100
382,382.0,2016-10-17,5.71,19.12083333333330,0.0,11.25,1.5483831709715600,0.4187510323749890
383,383.0,2016-10-18,17.250000000000000,21.9375,9.7,11.216666666666700,1.5328382942170700,0.40497604740116000
384,384.0,2016-10-19,13.35,22.387500000000000,6.0,11.2,1.5188782164456800,0.39099911065592300
385,385.0,2016-10-20,16.68,22.458333333333300,8.5,11.15,1.5069651968931100,0.37717069682367700
386,386.0,2016-10-21,12.09,18.633333333333300,1.3,11.116666666666700,1.4975614947951200,0.3638412805888200
387,387.0,2016-10-22,7.840000000000000,18.575000000000000,1.5,11.083333333333300,1.4911293693874300,0.35136133663575100
388,388.0,2016-10-23,8.42,18.38333333333330,1.1,11.05,1.4881310799057800,0.3400813396488690
389,389.0,2016-10-24,17.640000000000000,17.125,9.6,11.016666666666700,1.48902888558591,0.33035176431257100
390,390.0,2016-10-25,2.3000000000000000,14.354166666666700,0.0,10.983333333333300,1.4942850456635600,0.3225230853112570
391,391.0,2016-10-26,13.47,18.887500000000000,6.1,10.95,1.504361819374460,0.31694577732932500
392,392.0,2016-10-27,17.25,19.566666666666700,10.2,10.916666666666700,1.519721465954350,0.31397031505117300
393,393.0,2016-10-28,1.55,15.44166666666670,0.0,10.883333333333300,1.5406168743922100,0.31382105181041000
394,394.0,2016-10-29,16.3,18.104166666666700,10.2,10.85,1.5664634526899800,0.31621785553747600
395,395.0,2016-10-30,14.660000000000000,15.18333333333330,6.0,10.816666666666700,1.596467238602850,0.32075447281202500
396,396.0,2016-10-31,9.720000000000000,14.1,2.9,10.783333333333300,1.6298342698859900,0.32702465021370600
397,397.0,2016-11-01,8.45,15.291666666666700,5.5,10.75,1.665770584294600,0.33462213432217200
398,398.0,2016-11-02,8.58,12.54166666666670,0.1,10.716666666666700,1.7034822195838500,0.3431406717170740
399,399.0,2016-11-03,15.310000000000000,13.916666666666700,9.6,10.683333333333300,1.7421752135089300,0.3521740089780630
