Gene ID,Symbol,Alpha,Phi,RS,Description
101167657,LOC101167657,0.634870372,69.09529862,0.384280792,"cadherin-7 (LOC101167657), transcript variant X4, mRNA;cadherin-7 (LOC101167657), transcript variant X1, mRNA;cadherin-7 (LOC101167657), transcript variant X3, mRNA;cadherin-7 (LOC101167657), transcript variant X2, mRNA"
101172590,LOC101172590,0.798908072,69.38896168,0.400826754,"protein bicaudal C homolog 1 (LOC101172590), transcript variant X5, mRNA;protein bicaudal C homolog 1 (LOC101172590), transcript variant X3, mRNA;protein bicaudal C homolog 1 (LOC101172590), transcript variant X4, mRNA;protein bicaudal C homolog 1 (LOC101172590), transcript variant X1, mRNA;protein bicaudal C homolog 1 (LOC101172590), transcript variant X2, mRNA"
101168458,LOC101168458,1.622806929,69.6949178,0.403002134,"protein-glutamine gamma-glutamyltransferase 2 (LOC101168458), mRNA"
100125817,cyp3a40,0.721312125,69.77009864,0.367332878,"cytochrome P450 3A40 (cyp3a40), mRNA"
101173068,pitpnb,0.891278237,70.23591847,0.408225906,"phosphatidylinositol transfer protein beta (pitpnb), transcript variant X1, mRNA;phosphatidylinositol transfer protein beta (pitpnb), transcript variant X3, mRNA;phosphatidylinositol transfer protein beta (pitpnb), transcript variant X5, mRNA;phosphatidylinositol transfer protein beta (pitpnb), transcript variant X4, mRNA;phosphatidylinositol transfer protein beta (pitpnb), transcript variant X2, mRNA"
101159931,LOC101159931,1.070029171,70.53117897,0.587633889,"galactosylceramide sulfotransferase (LOC101159931), transcript variant X2, mRNA;galactosylceramide sulfotransferase (LOC101159931), transcript variant X1, mRNA"
101175560,c5h1orf50,0.706016296,70.55401159,0.335588615,"chromosome 5 C1orf50 homolog (c5h1orf50), mRNA"
101160373,dram1,1.582200197,71.29157961,0.475910183,"DNA damage regulated autophagy modulator 1 (dram1), mRNA"
101167544,elovl7,0.846775734,71.55868919,0.422125866,"ELOVL fatty acid elongase 7 (elovl7), transcript variant X1, mRNA;ELOVL fatty acid elongase 7 (elovl7), transcript variant X2, mRNA"
101169896,cpm,0.603314873,71.87729287,0.493626965,"carboxypeptidase M (cpm), transcript variant X2, mRNA;carboxypeptidase M (cpm), transcript variant X1, mRNA"
101156791,LOC101156791,0.763480509,71.97219243,0.395868687,"gap junction alpha-4 protein (LOC101156791), mRNA"
101162907,LOC101162907,0.776436729,72.28667947,0.324675723,"electroneutral sodium bicarbonate exchanger 1 (LOC101162907), transcript variant X1, mRNA;electroneutral sodium bicarbonate exchanger 1 (LOC101162907), transcript variant X3, mRNA"
101157528,LOC101157528,0.847469984,72.49362782,0.335758639,"cytochrome P450 2J2 (LOC101157528), transcript variant X2, mRNA;cytochrome P450 2J2 (LOC101157528), transcript variant X1, mRNA"
101166234,phyhd1,1.077749583,72.80032822,0.420268692,"phytanoyl-CoA dioxygenase domain containing 1 (phyhd1), transcript variant X2, mRNA;phytanoyl-CoA dioxygenase domain containing 1 (phyhd1), transcript variant X1, mRNA"
101165598,phkg2,1.15012671,72.96815932,0.624838926,"phosphorylase kinase catalytic subunit gamma 2 (phkg2), mRNA"
101155422,LOC101155422,0.69170823,73.71987792,0.562333992,"high mobility group protein HMGI-C (LOC101155422), transcript variant X2, mRNA;high mobility group protein HMGI-C (LOC101155422), transcript variant X1, mRNA"
101163769,LOC101163769,0.742930105,74.09691077,0.350761545,"macrophage mannose receptor 1 (LOC101163769), mRNA"
101173729,LOC101173729,1.048237205,74.161808,0.367872575,"large neutral amino acids transporter small subunit 4 (LOC101173729), transcript variant X1, mRNA;large neutral amino acids transporter small subunit 4 (LOC101173729), transcript variant X2, mRNA"
101169859,pmm1,0.775288596,74.22561176,0.424493068,"phosphomannomutase 1 (pmm1), mRNA"
101175273,lrrc34,1.457541762,74.4134028,0.306391091,"leucine rich repeat containing 34 (lrrc34), transcript variant X3, mRNA;leucine rich repeat containing 34 (lrrc34), transcript variant X1, mRNA;leucine rich repeat containing 34 (lrrc34), transcript variant X2, mRNA"
101175294,cntfa,1.275538505,74.66968404,0.311530165,"ciliary neurotrophic factor a (cntfa), mRNA"
101175149,LOC101175149,0.969196725,75.10431934,0.304916035,"ubiquitin-like modifier-activating enzyme 1 (LOC101175149), mRNA"
101166761,LOC101166761,0.640387452,75.48187481,0.530135053,"eukaryotic translation initiation factor 4E (LOC101166761), mRNA"
101169573,LOC101169573,1.426007441,76.05356874,0.303283202,"sacsin-like (LOC101169573), mRNA"
101168779,LOC101168779,0.683464849,76.14162531,0.327235834,"myoD family inhibitor domain-containing protein (LOC101168779), mRNA"
111949312,LOC111949312,1.300099389,76.31544793,0.429273844,"tripartite motif-containing protein 16-like (LOC111949312), mRNA"
101175282,egln3,0.629643017,76.62624136,0.577978251,"egl-9 family hypoxia inducible factor 3 (egln3), mRNA"
101172806,gpx1,0.599128215,77.14015414,0.332040649,"glutathione peroxidase 1 (gpx1), mRNA"
101166722,klf9,0.930804714,77.27731876,0.385391325,"Kruppel like factor 9 (klf9), mRNA"
101169963,LOC101169963,1.282978409,77.43912421,0.326766603,"15-hydroxyprostaglandin dehydrogenase [NAD(+)] (LOC101169963), mRNA"
105356011,LOC105356011,1.607098928,77.71476043,0.447102582,"sialic acid-binding Ig-like lectin 5 (LOC105356011), transcript variant X2, mRNA;sialic acid-binding Ig-like lectin 5 (LOC105356011), transcript variant X3, mRNA;sialic acid-binding Ig-like lectin 5 (LOC105356011), transcript variant X4, mRNA;sialic acid-binding Ig-like lectin 5 (LOC105356011), transcript variant X1, mRNA"
101170775,LOC101170775,1.066550433,78.16456828,0.345078135,"delta-like protein C (LOC101170775), transcript variant X3, mRNA;delta-like protein C (LOC101170775), transcript variant X2, mRNA;delta-like protein C (LOC101170775), transcript variant X1, mRNA"
101164806,LOC101164806,5.159665434,78.51611648,0.30105162,"uncharacterized LOC101164806 (LOC101164806), mRNA"
101157337,LOC101157337,0.964286222,78.92311846,0.356057853,"tetraspanin-8 (LOC101157337), mRNA"
101157298,LOC101157298,0.791885748,78.98348814,0.313757559,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 7-like (LOC101157298), mRNA"
101170961,socs3,0.651232222,79.17510522,0.345536607,"suppressor of cytokine signaling 3 (socs3), transcript variant X2, mRNA;suppressor of cytokine signaling 3 (socs3), transcript variant X1, mRNA;suppressor of cytokine signaling 3 (socs3), mRNA"
101173945,LOC101173945,0.718929306,79.47382096,0.307267403,"melanopsin-A (LOC101173945), mRNA"
101163022,LOC101163022,0.736450052,79.69251264,0.360944692,"gap junction beta-1 protein (LOC101163022), transcript variant X2, mRNA;gap junction beta-1 protein (LOC101163022), transcript variant X3, mRNA;gap junction beta-1 protein (LOC101163022), transcript variant X1, mRNA"
101169669,LOC101169669,6.211579064,79.95992445,0.31033224,"tyrosyl-DNA phosphodiesterase 2 (LOC101169669), mRNA"
111948012,LOC111948012,6.410612606,79.99950421,0.359961655,"uncharacterized LOC111948012 (LOC111948012), mRNA"
101165969,LOC101165969,0.645890937,80.1598737,0.35720937,"insulin-like growth factor-binding protein 1 (LOC101165969), mRNA"
101175164,hirip3,0.651568359,80.20371876,0.328972397,"HIRA interacting protein 3 (hirip3), transcript variant X1, mRNA;HIRA interacting protein 3 (hirip3), transcript variant X2, mRNA"
BGI_novel_G000232,NA,2.450561239,80.64838305,0.308932749,NA
101155085,LOC101155085,1.239934452,80.73951865,0.31171034,"interferon-induced protein with tetratricopeptide repeats 1B-like (LOC101155085), transcript variant X2, mRNA;interferon-induced protein with tetratricopeptide repeats 1B-like (LOC101155085), transcript variant X1, mRNA"
101158097,LOC101158097,0.58463437,80.8549568,0.355226692,"regulator of G-protein signaling 5 (LOC101158097), mRNA"
101166839,jdp2,0.877655304,80.95470967,0.382102778,"Jun dimerization protein 2 (jdp2), transcript variant X2, mRNA;Jun dimerization protein 2 (jdp2), transcript variant X1, mRNA;Jun dimerization protein 2 (jdp2), transcript variant X3, mRNA"
101172378,LOC101172378,6.073171183,81.23605172,0.355610733,"cell surface A33 antigen (LOC101172378), mRNA"
101173512,cytip,0.747801898,81.35982692,0.320997111,"cytohesin 1 interacting protein (cytip), mRNA"
101161300,trpm5,0.925242251,81.40421457,0.332849938,"transient receptor potential cation channel subfamily M member 5 (trpm5), mRNA"
101157870,dbh,0.657772766,81.54361696,0.485023246,"dopamine beta-hydroxylase (dbh), transcript variant X1, mRNA;dopamine beta-hydroxylase (dbh), transcript variant X2, mRNA"
101173061,lgals3bp,1.249307354,81.90799915,0.366042652,"galectin 3 binding protein (lgals3bp), mRNA"
101160202,LOC101160202,1.32833769,82.3498201,0.511916204,"solute carrier family 15 member 2 (LOC101160202), mRNA"
101166468,znfx1,1.161960394,82.40266604,0.42101294,"zinc finger NFX1-type containing 1 (znfx1), transcript variant X3, mRNA;zinc finger NFX1-type containing 1 (znfx1), transcript variant X2, mRNA;zinc finger NFX1-type containing 1 (znfx1), transcript variant X1, mRNA"
101171953,pcolce2,0.689143166,82.4421152,0.395312989,"procollagen C-endopeptidase enhancer 2 (pcolce2), mRNA"
101158504,LOC101158504,0.976770975,82.83054855,0.315950737,"C-X-C motif chemokine 9 (LOC101158504), mRNA"
101162522,LOC101162522,4.005820893,82.92462495,0.338857606,"bactericidal permeability-increasing protein (LOC101162522), mRNA"
101163951,LOC101163951,0.59889801,83.71327156,0.330018553,"calcium-independent phospholipase A2-gamma (LOC101163951), transcript variant X3, mRNA;calcium-independent phospholipase A2-gamma (LOC101163951), transcript variant X2, mRNA;calcium-independent phospholipase A2-gamma (LOC101163951), transcript variant X1, mRNA"
101166213,prrx1,0.831161529,83.97680968,0.347056187,"paired related homeobox 1 (prrx1), transcript variant X2, mRNA;paired related homeobox 1 (prrx1), transcript variant X1, mRNA"
101157675,LOC101157675,1.147968836,84.20855572,0.411306735,"peptidyl-prolyl cis-trans isomerase FKBP5 (LOC101157675), transcript variant X1, mRNA;peptidyl-prolyl cis-trans isomerase FKBP5 (LOC101157675), transcript variant X2, mRNA"
101170518,socs3,1.238656637,85.13616602,0.40607804,"suppressor of cytokine signaling 3 (socs3), mRNA"
101157211,LOC101157211,1.585649416,85.34640142,0.356047892,"solute carrier family 23 member 1 (LOC101157211), mRNA"
101163630,LOC101163630,2.244416673,85.56813132,0.362722829,"pancreatic alpha-amylase (LOC101163630), mRNA"
101167105,calml4,1.224044632,85.71728498,0.356904716,"calmodulin like 4 (calml4), mRNA"
101157524,LOC101157524,7.096439836,86.19466993,0.334698121,"uncharacterized LOC101157524 (LOC101157524), mRNA"
101159899,neil3,0.865877057,86.6744254,0.346730576,"nei like DNA glycosylase 3 (neil3), mRNA"
101164761,LOC101164761,0.782147372,87.30859586,0.426018046,"ropporin-1-like protein (LOC101164761), transcript variant X1, mRNA;ropporin-1-like protein (LOC101164761), transcript variant X2, mRNA"
101165882,lrrc10,0.951547108,87.3544372,0.510297809,"leucine rich repeat containing 10 (lrrc10), mRNA"
101155890,dlec1,0.947558421,88.31995703,0.41719027,"deleted in lung and esophageal cancer 1 (dlec1), transcript variant X2, mRNA;deleted in lung and esophageal cancer 1 (dlec1), transcript variant X1, mRNA;deleted in lung and esophageal cancer 1 (dlec1), transcript variant X3, mRNA;deleted in lung and esophageal cancer 1 (dlec1), transcript variant X4, mRNA;deleted in lung and esophageal cancer 1 (dlec1), transcript variant X5, mRNA"
101175158,mov10,0.974196177,88.35418918,0.393680277,"Mov10 RISC complex RNA helicase (mov10), transcript variant X1, mRNA;Mov10 RISC complex RNA helicase (mov10), transcript variant X2, mRNA"
101154761,LOC101154761,0.788401818,88.41642414,0.327146242,"signal transducer and activator of transcription 1-alpha/beta (LOC101154761), transcript variant X5, mRNA;signal transducer and activator of transcription 1-alpha/beta (LOC101154761), transcript variant X3, mRNA;signal transducer and activator of transcription 1-alpha/beta (LOC101154761), transcript variant X2, mRNA;signal transducer and activator of transcription 1-alpha/beta (LOC101154761), transcript variant X6, mRNA;signal transducer and activator of transcription 1-alpha/beta (LOC101154761), transcript variant X4, mRNA;signal transducer and activator of transcription 1-alpha/beta (LOC101154761), transcript variant X1, mRNA"
101172130,il6st,1.247548566,88.48714591,0.361171917,"interleukin 6 signal transducer (il6st), transcript variant X1, mRNA;interleukin 6 signal transducer (il6st), transcript variant X2, mRNA;interleukin 6 signal transducer (il6st), transcript variant X3, mRNA"
105354569,LOC105354569,1.308467526,88.58224726,0.444426627,"uncharacterized LOC105354569 (LOC105354569), transcript variant X1, mRNA;uncharacterized LOC105354569 (LOC105354569), transcript variant X2, mRNA"
BGI_novel_G000368,NA,1.721027099,89.193599,0.303039242,NA
101166645,gcnt4,0.993432758,89.2154468,0.38305448,"glucosaminyl (N-acetyl) transferase 4, core 2 (gcnt4), mRNA"
101173355,LOC101173355,1.282655329,89.44719283,0.399695076,"HRAS-like suppressor 3 (LOC101173355), mRNA"
105355137,LOC105355137,1.008759149,90.31097246,0.303499608,"receptor-transporting protein 2 (LOC105355137), mRNA"
101156676,chn2,0.866609694,91.72871116,0.497142708,"chimerin 2 (chn2), transcript variant X4, mRNA;chimerin 2 (chn2), transcript variant X2, mRNA;chimerin 2 (chn2), transcript variant X3, mRNA;chimerin 2 (chn2), transcript variant X1, mRNA"
101158742,LOC101158742,4.320158218,91.83118267,0.35318096,"keratin, type II cytoskeletal 8 (LOC101158742), transcript variant X1, mRNA;keratin, type II cytoskeletal 8 (LOC101158742), transcript variant X2, mRNA"
101154943,gpd1,1.090853478,92.06800605,0.41189633,"glycerol-3-phosphate dehydrogenase 1 (gpd1), mRNA"
101155802,LOC101155802,1.53763162,92.21306288,0.354389355,"interleukin-8 (LOC101155802), mRNA"
101162602,dhx58,0.68723824,92.22224667,0.364085856,"DExH-box helicase 58 (dhx58), transcript variant X1, mRNA;DExH-box helicase 58 (dhx58), transcript variant X2, mRNA"
111948004,LOC111948004,0.714905475,93.55861622,0.344275522,"protocadherin alpha-2-like (LOC111948004), mRNA"
101161108,LOC101161108,0.688556909,95.42638985,0.306999667,"poly [ADP-ribose] polymerase 12 (LOC101161108), transcript variant X2, mRNA;poly [ADP-ribose] polymerase 12 (LOC101161108), transcript variant X1, mRNA"
101167668,itih5,0.61003627,95.43401803,0.312661698,"inter-alpha-trypsin inhibitor heavy chain family member 5 (itih5), mRNA"
101171022,LOC101171022,0.713557953,95.45735434,0.324326615,"transcription regulator protein BACH1 (LOC101171022), mRNA"
101171281,LOC101171281,0.827774848,95.57002316,0.548777501,"dehydrogenase/reductase SDR family member 12 (LOC101171281), transcript variant X1, mRNA;dehydrogenase/reductase SDR family member 12 (LOC101171281), transcript variant X4, mRNA;dehydrogenase/reductase SDR family member 12 (LOC101171281), transcript variant X3, mRNA;dehydrogenase/reductase SDR family member 12 (LOC101171281), transcript variant X2, mRNA"
101168980,LOC101168980,1.231851545,95.6102678,0.323851781,"C-X-C motif chemokine 2 (LOC101168980), mRNA"
101163166,LOC101163166,1.006336064,96.25615691,0.306566748,"gliomedin (LOC101163166), transcript variant X4, mRNA;gliomedin (LOC101163166), transcript variant X3, mRNA;gliomedin (LOC101163166), transcript variant X1, mRNA;gliomedin (LOC101163166), transcript variant X2, mRNA"
111947080,LOC111947080,2.046461267,96.85544526,0.360886146,"syncytin-B-like (LOC111947080), mRNA"
101160974,LOC101160974,0.982571622,97.23753881,0.360553136,"cytochrome P450 2J2 (LOC101160974), mRNA"
101172030,pnmt,0.609334573,97.49627909,0.329969961,"phenylethanolamine N-methyltransferase (pnmt), mRNA"
101162590,LOC101162590,1.18263857,97.99996455,0.379960263,"synaptic vesicle glycoprotein 2B-like (LOC101162590), mRNA"
101159119,LOC101159119,0.61536256,99.30423857,0.326176245,"anthrax toxin receptor 2 (LOC101159119), transcript variant X1, mRNA;anthrax toxin receptor 2 (LOC101159119), transcript variant X2, mRNA"
BGI_novel_G000800,NA,0.924942245,99.42761251,0.316275154,NA
101158704,LOC101158704,1.557575077,99.87995088,0.310808297,"cytochrome P450 1A1 (LOC101158704), transcript variant X1, mRNA;cytochrome P450 1A1 (LOC101158704), transcript variant X2, mRNA"
100125815,cyp19b,1.283198027,100.0240865,0.351217569,"cytochrome P450 19b (cyp19b), transcript variant X3, mRNA;cytochrome P450 19b (cyp19b), transcript variant X2, mRNA;cytochrome P450 19b (cyp19b), transcript variant X1, mRNA;cytochrome P450 19b (cyp19b), mRNA"
101168450,LOC101168450,0.747022412,100.4710173,0.30300744,"hepatocyte growth factor-like protein (LOC101168450), mRNA"
101161502,cgas,0.638813647,100.5433823,0.334173024,"cyclic GMP-AMP synthase (cgas), transcript variant X1, mRNA;cyclic GMP-AMP synthase (cgas), transcript variant X2, mRNA"
101162179,LOC101162179,0.98207598,101.003337,0.328624797,"dickkopf-related protein 3 (LOC101162179), transcript variant X2, mRNA;dickkopf-related protein 3 (LOC101162179), transcript variant X3, mRNA;dickkopf-related protein 3 (LOC101162179), transcript variant X4, mRNA;dickkopf-related protein 3 (LOC101162179), transcript variant X1, mRNA"
101163908,LOC101163908,6.324046456,101.2397121,0.447547204,"gastrotropin (LOC101163908), mRNA"
101170852,LOC101170852,0.850742379,101.9590666,0.307977794,"protocadherin alpha-8-like (LOC101170852), mRNA"
101161273,LOC101161273,1.035865723,102.093571,0.374548172,"cerebellin-1 (LOC101161273), mRNA"
101165837,LOC101165837,1.025960868,102.3280561,0.392164642,"ectonucleoside triphosphate diphosphohydrolase 3 (LOC101165837), mRNA"
105356325,LOC105356325,2.208630617,102.4262501,0.325800235,"L-amino-acid oxidase-like (LOC105356325), mRNA"
101159627,crlf1,0.795342757,103.3303234,0.61873587,"cytokine receptor like factor 1 (crlf1), transcript variant X5, mRNA;cytokine receptor like factor 1 (crlf1), transcript variant X4, mRNA;cytokine receptor like factor 1 (crlf1), transcript variant X3, mRNA;cytokine receptor like factor 1 (crlf1), transcript variant X1, mRNA;cytokine receptor like factor 1 (crlf1), transcript variant X2, mRNA"
101158252,LOC101158252,3.403076649,105.0275151,0.359175996,"keratin, type I cytoskeletal 18 (LOC101158252), transcript variant X1, mRNA;keratin, type I cytoskeletal 18 (LOC101158252), transcript variant X2, mRNA"
101174046,ankrd1,1.198743005,105.2479391,0.378795851,"ankyrin repeat domain 1 (ankrd1), mRNA"
100144359,LOC100144359,0.927128427,105.3526742,0.544640779,"inhibin beta A chain (LOC100144359), mRNA"
101166570,LOC101166570,1.08416199,107.0472995,0.378700253,"tapasin-related protein (LOC101166570), mRNA"
101172710,LOC101172710,4.445947521,107.2781488,0.406829977,"interferon-induced protein with tetratricopeptide repeats 1-like (LOC101172710), transcript variant X1, mRNA;interferon-induced protein with tetratricopeptide repeats 1-like (LOC101172710), transcript variant X2, mRNA"
101156016,mfsd6l,0.841465319,108.1197821,0.305818014,"major facilitator superfamily domain containing 6 like (mfsd6l), mRNA"
101161166,LOC101161166,3.354990127,108.3292048,0.362340697,"gamma-aminobutyric acid receptor subunit alpha-6 (LOC101161166), mRNA"
101169083,LOC101169083,1.726425538,108.6022978,0.311867571,"DBH-like monooxygenase protein 2 homolog (LOC101169083), mRNA"
101163583,LOC101163583,0.823783008,108.6668265,0.349343582,"transcription cofactor vestigial-like protein 4 (LOC101163583), mRNA"
101156437,LOC101156437,1.766540584,108.7669398,0.317514303,"laminin subunit gamma-2 (LOC101156437), mRNA"
110013741,LOC110013741,6.723835144,109.8606759,0.40311908,"adhesion G-protein coupled receptor F1-like (LOC110013741), mRNA"
101169045,LOC101169045,0.845229787,109.8937262,0.304144447,"ES1 protein homolog, mitochondrial-like (LOC101169045), mRNA"
101175695,ankrd63,0.632571311,112.0041136,0.565834451,"ankyrin repeat domain 63 (ankrd63), mRNA"
100301604,foxb2,1.493437635,112.4436061,0.375374395,"forkhead box B2 (foxb2), mRNA"
101174987,LOC101174987,0.658567552,113.0988571,0.329150671,"Y+L amino acid transporter 2 (LOC101174987), mRNA"
100301589,LOC100301589,1.244514482,113.5172088,0.310241981,"beta-defensin (LOC100301589), mRNA;beta-defensin (LOC100301589), transcript variant X1, mRNA"
101161869,LOC101161869,2.136344735,113.6621889,0.323631419,"microfibril-associated glycoprotein 4 (LOC101161869), transcript variant X2, mRNA;microfibril-associated glycoprotein 4 (LOC101161869), transcript variant X1, mRNA;microfibril-associated glycoprotein 4 (LOC101161869), transcript variant X3, mRNA"
101172616,LOC101172616,1.064310559,114.1537644,0.305395667,"trace amine-associated receptor 13c-like (LOC101172616), mRNA"
105353553,slc25a53,0.634947223,114.7906434,0.308009096,"solute carrier family 25 member 53 (slc25a53), mRNA"
101170388,fam167a,0.673089154,117.0958387,0.407294254,"family with sequence similarity 167 member A (fam167a), transcript variant X2, mRNA;family with sequence similarity 167 member A (fam167a), transcript variant X1, mRNA"
101174261,LOC101174261,2.006544664,117.4212576,0.419380672,"fibulin-2 (LOC101174261), transcript variant X3, mRNA;fibulin-2 (LOC101174261), transcript variant X1, mRNA;fibulin-2 (LOC101174261), transcript variant X4, mRNA;fibulin-2 (LOC101174261), transcript variant X2, mRNA"
101157011,dnaaf3,0.644798833,117.9294095,0.381200389,"dynein axonemal assembly factor 3 (dnaaf3), transcript variant X2, mRNA;dynein axonemal assembly factor 3 (dnaaf3), transcript variant X1, mRNA"
101169435,arrdc2,0.606386181,118.6793496,0.403553353,"arrestin domain containing 2 (arrdc2), transcript variant X1, mRNA;arrestin domain containing 2 (arrdc2), transcript variant X2, mRNA"
101160554,LOC101160554,0.620639634,118.7087674,0.313722689,"anoctamin-10 (LOC101160554), mRNA"
101160739,LOC101160739,0.746380702,118.8022313,0.486591778,"isotocin-neurophysin IT 1-like (LOC101160739), mRNA"
101162549,LOC101162549,0.652010521,119.1650475,0.449463144,"prominin-1-A (LOC101162549), mRNA"
101163441,LOC101163441,1.871411075,119.1660788,0.354674909,"L-amino-acid oxidase-like (LOC101163441), mRNA"
101174736,LOC101174736,0.73529322,119.388818,0.330975989,"adhesion G protein-coupled receptor G3 (LOC101174736), mRNA"
101158261,strc,0.610043027,119.390802,0.38693191,"stereocilin (strc), mRNA"
101168387,fgf1,0.845870019,119.5503313,0.31892851,"fibroblast growth factor 1 (fgf1), transcript variant X6, mRNA;fibroblast growth factor 1 (fgf1), transcript variant X3, mRNA;fibroblast growth factor 1 (fgf1), transcript variant X1, mRNA;fibroblast growth factor 1 (fgf1), transcript variant X4, mRNA;fibroblast growth factor 1 (fgf1), transcript variant X5, mRNA;fibroblast growth factor 1 (fgf1), transcript variant X2, mRNA"
101160477,duox1,1.0813048,119.8382748,0.319617416,"dual oxidase 1 (duox1), mRNA"
BGI_novel_G000041,NA,1.808501112,120.0508988,0.351856288,NA
101161643,oxt,0.719080655,121.0040464,0.568657407,"oxytocin/neurophysin I prepropeptide (oxt), mRNA"
101160351,LOC101160351,0.807551228,121.9947829,0.349067724,"uncharacterized LOC101160351 (LOC101160351), mRNA"
111948696,LOC111948696,5.061979223,122.3296062,0.318202851,"general transcription factor II-I repeat domain-containing protein 2-like (LOC111948696), mRNA"
101157891,pigp,0.582572271,122.5295812,0.471931925,"phosphatidylinositol glycan anchor biosynthesis class P (pigp), mRNA"
101162685,LOC101162685,0.951850119,122.712273,0.437345402,"unconventional myosin-XV (LOC101162685), mRNA"
105356917,LOC105356917,2.133069728,122.8625474,0.608915211,"interleukin-31 receptor subunit alpha-like (LOC105356917), mRNA"
101171538,plek2,2.345224102,123.4165966,0.439416796,"pleckstrin 2 (plek2), mRNA"
101171540,LOC101171540,1.765698531,124.0715754,0.324423434,"cdc42 effector protein 2-like (LOC101171540), transcript variant X1, mRNA"
101160160,LOC101160160,4.753561766,124.7233706,0.400498198,"carnitine O-palmitoyltransferase 1, liver isoform (LOC101160160), transcript variant X1, mRNA"
101170018,bend7,0.667238158,124.9828675,0.315825081,"BEN domain containing 7 (bend7), transcript variant X1, mRNA;BEN domain containing 7 (bend7), transcript variant X3, mRNA"
101157570,LOC101157570,6.377785835,125.9705123,0.363329664,"oncoprotein-induced transcript 3 protein-like (LOC101157570), mRNA"
101173566,ptx3,0.731214762,126.5295019,0.350783108,"pentraxin 3 (ptx3), mRNA"
101174245,LOC101174245,3.469653292,127.6994383,0.327767984,"protocadherin Fat 4 (LOC101174245), transcript variant X2, mRNA;protocadherin Fat 4 (LOC101174245), transcript variant X1, mRNA"
101167696,LOC101167696,1.204920563,127.7061099,0.414900684,"uncharacterized LOC101167696 (LOC101167696), mRNA"
BGI_novel_G000564,NA,2.202997038,128.1739579,0.365793271,NA
BGI_novel_G000048,NA,6.506622536,128.6500234,0.425931989,NA
BGI_novel_G000401,NA,10.84894754,128.8087752,0.607232697,NA
101170632,LOC101170632,0.852647958,129.2201605,0.476571466,"vang-like protein 1 (LOC101170632), mRNA"
101158699,LOC101158699,1.398861062,129.7734791,0.428541701,"ras-related C3 botulinum toxin substrate 1 (LOC101158699), transcript variant X3, mRNA;ras-related C3 botulinum toxin substrate 1 (LOC101158699), transcript variant X1, mRNA;ras-related C3 botulinum toxin substrate 1 (LOC101158699), transcript variant X2, mRNA"
101161014,armc4,0.813646426,130.0906552,0.331190746,"armadillo repeat containing 4 (armc4), transcript variant X2, mRNA;armadillo repeat containing 4 (armc4), transcript variant X1, mRNA"
101156920,klhl24,0.859841791,130.3468283,0.422503429,"kelch like family member 24 (klhl24), mRNA"
101165230,LOC101165230,0.698867829,130.4547791,0.301637962,"apoptosis-enhancing nuclease (LOC101165230), mRNA"
101170845,LOC101170845,1.491084065,130.5549843,0.346469613,"ferritin, middle subunit (LOC101170845), mRNA"
101164803,slc17a9,1.205291435,130.665044,0.404641837,"solute carrier family 17 member 9 (slc17a9), mRNA"
101166993,cckar,1.067361904,130.7109508,0.410546253,"cholecystokinin A receptor (cckar), mRNA"
111948629,LOC111948629,6.601196031,130.8971996,0.31602935,"uncharacterized LOC111948629 (LOC111948629), mRNA"
105355766,LOC105355766,1.604196271,131.0136949,0.322012378,"uncharacterized LOC105355766 (LOC105355766), transcript variant X2, mRNA;uncharacterized LOC105355766 (LOC105355766), transcript variant X1, mRNA"
101172350,abhd15,0.724898913,131.3428354,0.310088151,"abhydrolase domain containing 15 (abhd15), mRNA"
101160814,p3h4,0.601401165,131.4781163,0.409113912,"prolyl 3-hydroxylase family member 4 (non-enzymatic) (p3h4), mRNA"
101170718,LOC101170718,7.792479951,131.6258529,0.445399225,"apolipoprotein D (LOC101170718), transcript variant X1, mRNA;apolipoprotein D (LOC101170718), transcript variant X2, mRNA"
105355601,LOC105355601,0.776755128,132.1180725,0.311550656,"protein LBH-like (LOC105355601), mRNA"
101168483,lrrc18,1.547627111,132.1599676,0.331722324,"leucine rich repeat containing 18 (lrrc18), transcript variant X2, mRNA;leucine rich repeat containing 18 (lrrc18), transcript variant X1, mRNA;leucine rich repeat containing 18 (lrrc18), transcript variant X3, mRNA"
101156231,ogn,1.42106187,132.9703108,0.340860134,"osteoglycin (ogn), mRNA"
101162715,LOC101162715,0.738720023,133.0770629,0.39397564,"histone H1.0-B (LOC101162715), mRNA"
101163422,stmnd1,1.927690096,133.4935388,0.326033787,"stathmin domain containing 1 (stmnd1), mRNA"
101173815,cabp5,1.619242941,133.5026499,0.371108713,"calcium binding protein 5 (cabp5), mRNA"
101164564,LOC101164564,1.033951845,133.9282587,0.327598504,"nipsnap homolog 1 (LOC101164564), mRNA"
101158013,LOC101158013,0.657221072,133.9894433,0.390513086,"SH2 domain-containing adapter protein D (LOC101158013), transcript variant X2, mRNA;SH2 domain-containing adapter protein D (LOC101158013), transcript variant X1, mRNA"
101154841,fam160a1,0.776962448,134.0326994,0.318224726,"family with sequence similarity 160 member A1 (fam160a1), transcript variant X1, mRNA;family with sequence similarity 160 member A1 (fam160a1), transcript variant X2, mRNA"
101164882,LOC101164882,5.654606919,134.2166878,0.346955087,"caveolin-2 (LOC101164882), mRNA"
