Gene ID,Symbol,Alpha,Phi,RS,Description
101164672,fbxo32,1.073617352,134.5281253,0.418959829,"F-box protein 32 (fbxo32), mRNA"
101168637,akna,1.306894558,134.9309326,0.376193324,"AT-hook transcription factor (akna), transcript variant X10, mRNA;AT-hook transcription factor (akna), transcript variant X7, mRNA;AT-hook transcription factor (akna), transcript variant X2, mRNA;AT-hook transcription factor (akna), transcript variant X9, mRNA;AT-hook transcription factor (akna), transcript variant X4, mRNA;AT-hook transcription factor (akna), transcript variant X1, mRNA;AT-hook transcription factor (akna), transcript variant X6, mRNA;AT-hook transcription factor (akna), transcript variant X3, mRNA;AT-hook transcription factor (akna), transcript variant X5, mRNA;AT-hook transcription factor (akna), transcript variant X8, mRNA"
100125440,am3,0.688121331,135.005819,0.357560221,"adrenomedullin 3 (am3), transcript variant X2, mRNA;adrenomedullin 3 (am3), mRNA;adrenomedullin 3 (am3), transcript variant X1, mRNA"
110014031,LOC110014031,1.22278634,135.2134943,0.387124241,"uncharacterized LOC110014031 (LOC110014031), mRNA"
101162822,LOC101162822,0.713931836,135.7199372,0.319184093,"WD repeat-containing protein 62 (LOC101162822), transcript variant X2, mRNA;WD repeat-containing protein 62 (LOC101162822), transcript variant X1, mRNA"
101164643,LOC101164643,1.052031944,135.7499119,0.386743601,"nuclear factor 7, ovary (LOC101164643), mRNA"
101169291,LOC101169291,0.660460425,135.9027165,0.305001446,"Golgi apparatus membrane protein TVP23 homolog B (LOC101169291), mRNA"
101168994,LOC101168994,1.248462526,136.0346724,0.515900939,"myosin-16 (LOC101168994), transcript variant X3, mRNA;myosin-16 (LOC101168994), transcript variant X2, mRNA;myosin-16 (LOC101168994), transcript variant X1, mRNA"
101170165,LOC101170165,0.584198702,136.0916809,0.500978475,"mothers against decapentaplegic homolog 6-like (LOC101170165), mRNA"
101166547,LOC101166547,2.040048997,136.0934097,0.313658691,"keratin, type II cytoskeletal 8 (LOC101166547), mRNA"
111947981,LOC111947981,0.798894482,136.1342588,0.401926753,"uncharacterized LOC111947981 (LOC111947981), mRNA"
101163745,arsk,0.653269038,137.072411,0.432477421,"arylsulfatase family member K (arsk), mRNA"
101156256,LOC101156256,6.099739483,137.7835417,0.430349938,"serine protease inhibitor A3N (LOC101156256), mRNA"
101163680,LOC101163680,0.961880687,137.9911041,0.317195403,"uncharacterized LOC101163680 (LOC101163680), transcript variant X2, mRNA;uncharacterized LOC101163680 (LOC101163680), transcript variant X1, mRNA;uncharacterized LOC101163680 (LOC101163680), transcript variant X3, mRNA;uncharacterized LOC101163680 (LOC101163680), transcript variant X4, mRNA"
101170547,cyp17a2,0.748700387,138.4520964,0.322215988,"steroid 17-alpha-hydroxylase/17,20 lyase-like (cyp17a2), transcript variant X2, mRNA;steroid 17-alpha-hydroxylase/17,20 lyase-like (cyp17a2), mRNA;steroid 17-alpha-hydroxylase/17,20 lyase-like (cyp17a2), transcript variant X3, mRNA;steroid 17-alpha-hydroxylase/17,20 lyase-like (cyp17a2), transcript variant X1, mRNA;steroid 17-alpha-hydroxylase/17,20 lyase-like (cyp17a2), transcript variant X4, mRNA"
101158171,tma16,0.604582608,138.7823924,0.645326558,"translation machinery associated 16 homolog (tma16), mRNA"
101166370,dll1,0.609383794,138.9704047,0.388269493,"delta like canonical Notch ligand 1 (dll1), transcript variant X2, mRNA;delta like canonical Notch ligand 1 (dll1), transcript variant X1, mRNA"
101168411,orc3,0.758602392,139.0196957,0.355714717,"origin recognition complex subunit 3 (orc3), transcript variant X2, mRNA;origin recognition complex subunit 3 (orc3), transcript variant X1, mRNA"
101161641,LOC101161641,1.091927622,139.3922365,0.335481286,"heparan sulfate glucosamine 3-O-sulfotransferase 6 (LOC101161641), mRNA"
111947471,LOC111947471,2.911905904,139.6906743,0.517012022,"histone H1-like (LOC111947471), mRNA"
101157480,prepl,0.595604168,139.9546782,0.415891232,"prolyl endopeptidase like (prepl), mRNA"
101160525,med23,0.861832503,139.9904164,0.322057456,"mediator complex subunit 23 (med23), transcript variant X1, mRNA;mediator complex subunit 23 (med23), transcript variant X2, mRNA"
101167063,atm,2.117380569,140.1120694,0.368511952,"ATM serine/threonine kinase (atm), transcript variant X3, mRNA;ATM serine/threonine kinase (atm), transcript variant X2, mRNA;ATM serine/threonine kinase (atm), transcript variant X1, mRNA"
BGI_novel_G000844,NA,2.216169217,140.2072109,0.325666094,NA
101166134,arl16,0.680564649,140.4747141,0.532101883,"ADP ribosylation factor like GTPase 16 (arl16), mRNA"
101173897,LOC101173897,2.048864037,140.5129385,0.546764312,"uncharacterized LOC101173897 (LOC101173897), mRNA"
101171810,LOC101171810,0.793671852,140.5657273,0.426611905,"E3 ubiquitin-protein ligase Midline-1 (LOC101171810), transcript variant X2, mRNA;E3 ubiquitin-protein ligase Midline-1 (LOC101171810), transcript variant X1, mRNA"
101155592,ccne1,0.696848571,140.7098299,0.451498228,"cyclin E1 (ccne1), mRNA"
111946480,LOC111946480,1.677015364,140.7766693,0.336535438,"uncharacterized LOC111946480 (LOC111946480), mRNA"
101170001,LOC101170001,3.697986713,140.7808269,0.428446262,"gastrula zinc finger protein XlCGF17.1-like (LOC101170001), mRNA"
101160024,LOC101160024,1.024441159,140.8541657,0.511016615,"uncharacterized LOC101160024 (LOC101160024), mRNA"
111948943,LOC111948943,1.494503435,141.7036145,0.304837787,"uncharacterized LOC111948943 (LOC111948943), mRNA"
101174840,mxd3,0.672652029,141.9929819,0.413959101,"MAX dimerization protein 3 (mxd3), mRNA"
101170477,LOC101170477,0.893844358,142.1743195,0.477390883,"ankyrin repeat and SOCS box protein 9 (LOC101170477), mRNA"
101175675,dgat2,1.154411011,142.5904719,0.314302457,"diacylglycerol O-acyltransferase 2 (dgat2), mRNA"
101173583,LOC101173583,1.279455873,142.7494443,0.45304274,"gamma-aminobutyric acid receptor subunit rho-3 (LOC101173583), mRNA"
101171193,LOC101171193,0.759392297,142.8161156,0.369627252,"D(2) dopamine receptor A-like (LOC101171193), transcript variant X1, mRNA;D(2) dopamine receptor A-like (LOC101171193), mRNA"
101163813,pclaf,1.555727734,142.8313953,0.420539307,"PCNA clamp associated factor (pclaf), mRNA"
101167991,anapc10,0.738595831,142.9585097,0.588411001,"anaphase promoting complex subunit 10 (anapc10), transcript variant X2, mRNA;anaphase promoting complex subunit 10 (anapc10), transcript variant X1, mRNA"
100049355,six3,1.143295571,143.4538345,0.500709197,"sine oculis homeobox homolog 3 (six3), mRNA"
105357957,LOC105357957,5.665028632,143.4874312,0.334366967,"uncharacterized LOC105357957 (LOC105357957), mRNA"
101171377,eya4,0.750485397,143.7626674,0.316028639,"EYA transcriptional coactivator and phosphatase 4 (eya4), transcript variant X2, mRNA;EYA transcriptional coactivator and phosphatase 4 (eya4), transcript variant X6, mRNA;EYA transcriptional coactivator and phosphatase 4 (eya4), transcript variant X4, mRNA;EYA transcriptional coactivator and phosphatase 4 (eya4), transcript variant X5, mRNA;EYA transcriptional coactivator and phosphatase 4 (eya4), transcript variant X1, mRNA"
101162919,LOC101162919,0.877554448,143.927895,0.346856935,"tight junction protein ZO-3 (LOC101162919), transcript variant X3, mRNA;tight junction protein ZO-3 (LOC101162919), transcript variant X2, mRNA;tight junction protein ZO-3 (LOC101162919), transcript variant X4, mRNA;tight junction protein ZO-3 (LOC101162919), transcript variant X5, mRNA;tight junction protein ZO-3 (LOC101162919), transcript variant X1, mRNA"
105355217,tmem174,6.034862718,144.0059808,0.389353339,"transmembrane protein 174 (tmem174), mRNA"
101168730,LOC101168730,1.999773551,144.0782019,0.340775869,"homeobox protein prophet of Pit-1-like (LOC101168730), mRNA"
101173287,cenpl,1.152074456,144.4625474,0.551490274,"centromere protein L (cenpl), mRNA"
101168532,pcsk9,1.255162311,144.5984322,0.312418334,"proprotein convertase subtilisin/kexin type 9 (pcsk9), transcript variant X2, mRNA;proprotein convertase subtilisin/kexin type 9 (pcsk9), transcript variant X1, mRNA"
101168056,tacr1b,2.302921009,144.972311,0.444088538,"substance-P receptor-like (tacr1b), mRNA;substance-P receptor-like (tacr1b), transcript variant X1, mRNA"
101156661,gnb1l,0.645181633,145.0025365,0.429975028,"G protein subunit beta 1 like (gnb1l), mRNA"
101162558,LOC101162558,0.938797445,145.238537,0.485185556,"major facilitator superfamily domain-containing protein 1 (LOC101162558), transcript variant X2, mRNA;major facilitator superfamily domain-containing protein 1 (LOC101162558), transcript variant X1, mRNA"
101156390,pomc,1.968603396,145.5418385,0.319965028,"proopiomelanocortin (pomc), mRNA"
101161160,nmrk1,1.306586752,145.8602087,0.42001939,"nicotinamide riboside kinase 1 (nmrk1), transcript variant X3, mRNA;nicotinamide riboside kinase 1 (nmrk1), transcript variant X2, mRNA;nicotinamide riboside kinase 1 (nmrk1), transcript variant X1, mRNA;nicotinamide riboside kinase 1 (nmrk1), transcript variant X4, mRNA"
101162946,sfrp5,0.943903271,146.1914176,0.448143967,"secreted frizzled related protein 5 (sfrp5), mRNA"
101172544,arhgap11a,1.525137221,146.2784702,0.464203679,"Rho GTPase activating protein 11A (arhgap11a), transcript variant X3, mRNA;Rho GTPase activating protein 11A (arhgap11a), transcript variant X1, mRNA;Rho GTPase activating protein 11A (arhgap11a), transcript variant X2, mRNA"
101163919,blvrb,0.724427812,146.5489473,0.312548562,"biliverdin reductase B (blvrb), transcript variant X2, mRNA;biliverdin reductase B (blvrb), transcript variant X1, mRNA"
101166812,LOC101166812,2.05532822,146.556409,0.439404723,"O-acyltransferase like protein-like (LOC101166812), mRNA"
105356330,LOC105356330,5.140654994,147.1091475,0.34918686,"endonuclease domain-containing 1 protein-like (LOC105356330), mRNA"
101167306,grp,1.039887802,147.6481285,0.533175106,"gastrin releasing peptide (grp), transcript variant X2, mRNA;gastrin releasing peptide (grp), transcript variant X1, mRNA"
101159143,LOC101159143,3.759306235,147.825063,0.385320073,"tubulin beta-5 chain (LOC101159143), mRNA"
101162334,rad51,1.176908054,147.8646111,0.369883794,"RAD51 recombinase (rad51), transcript variant X2, mRNA;RAD51 recombinase (rad51), transcript variant X1, mRNA"
101169700,nudt1,0.782607675,147.9042485,0.407686242,"nudix hydrolase 1 (nudt1), transcript variant X2, mRNA;nudix hydrolase 1 (nudt1), transcript variant X1, mRNA"
101160934,sdccag8,2.258492529,147.988393,0.343974899,"serologically defined colon cancer antigen 8 (sdccag8), mRNA"
101156486,LOC101156486,1.951995055,148.1816069,0.336648033,"ankyrin repeat domain-containing protein 24 (LOC101156486), mRNA"
101158668,LOC101158668,0.616815947,148.2315019,0.385091718,"sodium/hydrogen exchanger 9B2 (LOC101158668), transcript variant X6, mRNA;sodium/hydrogen exchanger 9B2 (LOC101158668), transcript variant X1, mRNA;sodium/hydrogen exchanger 9B2 (LOC101158668), transcript variant X5, mRNA;sodium/hydrogen exchanger 9B2 (LOC101158668), transcript variant X4, mRNA;sodium/hydrogen exchanger 9B2 (LOC101158668), transcript variant X2, mRNA;sodium/hydrogen exchanger 9B2 (LOC101158668), transcript variant X3, mRNA"
101164486,sncaip,0.634193319,148.447164,0.3909842,"synuclein alpha interacting protein (sncaip), transcript variant X1, mRNA;synuclein alpha interacting protein (sncaip), transcript variant X2, mRNA"
101164262,LOC101164262,0.716971323,148.5091832,0.357859281,"la-related protein 4B (LOC101164262), transcript variant X3, mRNA;la-related protein 4B (LOC101164262), transcript variant X1, mRNA;la-related protein 4B (LOC101164262), transcript variant X4, mRNA;la-related protein 4B (LOC101164262), transcript variant X2, mRNA"
101171658,LOC101171658,2.558343634,148.625935,0.334529878,"thyrotropin subunit beta-like (LOC101171658), mRNA"
101170614,prkn,0.806492532,148.6378183,0.365553289,"parkin RBR E3 ubiquitin protein ligase (prkn), mRNA"
101159702,LOC101159702,1.505230624,148.8294006,0.32879733,"lipolysis-stimulated lipoprotein receptor (LOC101159702), transcript variant X2, mRNA;lipolysis-stimulated lipoprotein receptor (LOC101159702), transcript variant X1, mRNA"
101163353,fbxo43,1.17706731,149.1153886,0.35303855,"F-box protein 43 (fbxo43), transcript variant X2, mRNA;F-box protein 43 (fbxo43), transcript variant X1, mRNA"
101172720,LOC101172720,2.037059317,149.2152991,0.341286473,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3-A-like (LOC101172720), mRNA"
101155710,LOC101155710,2.263589072,149.3991966,0.673769253,"deoxycytidine kinase (LOC101155710), mRNA"
101169636,rad54b,0.756002685,149.5303363,0.400986351,"RAD54 homolog B (rad54b), mRNA"
101154964,trabd2a,0.582477934,149.5475292,0.426447288,"TraB domain containing 2A (trabd2a), mRNA"
BGI_novel_G000668,NA,0.603997334,149.6949557,0.459267355,NA
101167136,LOC101167136,0.85871232,150.4542392,0.422581974,"transmembrane channel-like protein 2-A (LOC101167136), mRNA"
101170888,tshr,1.39700849,150.5326393,0.311591548,"thyroid stimulating hormone receptor (tshr), mRNA"
101158246,degs2,1.76129247,150.5391219,0.373960339,"delta 4-desaturase, sphingolipid 2 (degs2), mRNA"
101170808,LOC101170808,1.428768378,150.6756449,0.392838386,"aggrecan core protein (LOC101170808), mRNA"
101174814,fgf3,0.615372867,150.739733,0.39504757,"fibroblast growth factor 3 (fgf3), transcript variant X1, mRNA;fibroblast growth factor 3 (fgf3), transcript variant X2, mRNA"
101161642,LOC101161642,0.782358265,151.0437297,0.350687138,"uncharacterized LOC101161642 (LOC101161642), transcript variant X3, mRNA;uncharacterized LOC101161642 (LOC101161642), transcript variant X2, mRNA;uncharacterized LOC101161642 (LOC101161642), transcript variant X1, mRNA"
101156121,tnn,3.518434749,151.2421192,0.302266572,"tenascin N (tnn), mRNA"
111949050,LOC111949050,6.513788195,151.5079302,0.352609122,"uncharacterized LOC111949050 (LOC111949050), mRNA"
101159897,gins3,0.635741681,151.9073539,0.326507984,"GINS complex subunit 3 (gins3), mRNA"
101161718,LOC101161718,5.229422977,151.9325981,0.336150343,"NXPE family member 3-like (LOC101161718), mRNA"
111947538,LOC111947538,1.482248193,152.3730696,0.390570084,"transient receptor potential cation channel subfamily M member 1-like (LOC111947538), transcript variant X1, mRNA;transient receptor potential cation channel subfamily M member 1-like (LOC111947538), transcript variant X2, mRNA"
101173685,tpx2,0.970709793,152.7601308,0.30543886,"TPX2, microtubule nucleation factor (tpx2), transcript variant X3, mRNA;TPX2, microtubule nucleation factor (tpx2), transcript variant X2, mRNA;TPX2, microtubule nucleation factor (tpx2), transcript variant X1, mRNA"
BGI_novel_G000253,NA,7.545386065,152.8426875,0.30122856,NA
101166169,LOC101166169,0.678006748,153.0011205,0.336186406,"probable endonuclease 4 (LOC101166169), mRNA"
101172438,ccne2,0.819776466,153.4603028,0.313313761,"cyclin E2 (ccne2), transcript variant X2, mRNA;cyclin E2 (ccne2), transcript variant X1, mRNA"
101175443,hspbap1,1.143844942,153.4674547,0.393064133,"HSPB1 associated protein 1 (hspbap1), transcript variant X1, mRNA;HSPB1 associated protein 1 (hspbap1), transcript variant X2, mRNA"
105354953,LOC105354953,1.035007004,153.5507171,0.358458077,"uncharacterized LOC105354953 (LOC105354953), transcript variant X3, mRNA;uncharacterized LOC105354953 (LOC105354953), transcript variant X1, mRNA;uncharacterized LOC105354953 (LOC105354953), transcript variant X2, mRNA"
101163142,LOC101163142,8.893964081,154.0066552,0.599460609,"alpha-tectorin (LOC101163142), mRNA"
101160135,LOC101160135,3.204826579,154.1393345,0.377007954,"disco-interacting protein 2 homolog A-like (LOC101160135), mRNA"
101156530,iba57,0.616715131,154.3555507,0.316806289,"IBA57, iron-sulfur cluster assembly (iba57), mRNA"
101170113,LOC101170113,1.39950726,154.3578662,0.34835768,"cholesterol 7-desaturase-like (LOC101170113), transcript variant X2, mRNA;cholesterol 7-desaturase-like (LOC101170113), transcript variant X3, mRNA;cholesterol 7-desaturase-like (LOC101170113), transcript variant X1, mRNA"
101170456,hcrtr2,0.609314294,154.564631,0.365414517,"hypocretin receptor 2 (hcrtr2), mRNA"
BGI_novel_G000575,NA,2.422434897,154.6047748,0.307140159,NA
101157556,LOC101157556,0.601870125,154.8844932,0.430309403,"trichohyalin (LOC101157556), transcript variant X9, mRNA;trichohyalin (LOC101157556), transcript variant X8, mRNA;trichohyalin (LOC101157556), transcript variant X16, mRNA;trichohyalin (LOC101157556), transcript variant X11, mRNA;trichohyalin (LOC101157556), transcript variant X3, mRNA;trichohyalin (LOC101157556), transcript variant X1, mRNA;trichohyalin (LOC101157556), transcript variant X6, mRNA;trichohyalin (LOC101157556), transcript variant X14, mRNA;trichohyalin (LOC101157556), transcript variant X13, mRNA;trichohyalin (LOC101157556), transcript variant X5, mRNA;trichohyalin (LOC101157556), transcript variant X18, mRNA;trichohyalin (LOC101157556), transcript variant X17, mRNA;trichohyalin (LOC101157556), transcript variant X7, mRNA;trichohyalin (LOC101157556), transcript variant X12, mRNA;trichohyalin (LOC101157556), transcript variant X4, mRNA;trichohyalin (LOC101157556), transcript variant X10, mRNA;trichohyalin (LOC101157556), transcript variant X2, mRNA;trichohyalin (LOC101157556), transcript variant X15, mRNA"
101170786,ntpcr,0.600168135,154.968811,0.329627415,"nucleoside-triphosphatase, cancer-related (ntpcr), transcript variant X1, mRNA"
105354157,LOC105354157,0.937123259,155.130317,0.304445046,"putative methyltransferase NSUN7 (LOC105354157), mRNA"
101155528,nobox,4.572754905,155.1409922,0.368297325,"NOBOX oogenesis homeobox (nobox), mRNA"
BGI_novel_G000438,NA,5.131199244,155.2778382,0.389659444,NA
101173206,depdc1b,0.851517826,155.37694,0.303291994,"DEP domain containing 1B (depdc1b), mRNA"
101164498,LOC101164498,1.455248179,155.766231,0.307397137,"kinesin-like protein KIF11-B (LOC101164498), transcript variant X2, mRNA;kinesin-like protein KIF11-B (LOC101164498), transcript variant X1, mRNA;kinesin-like protein KIF11-B (LOC101164498), transcript variant X3, mRNA"
101159461,nanp,0.951717351,155.8909733,0.316038389,"N-acetylneuraminic acid phosphatase (nanp), mRNA"
101171392,LOC101171392,0.791277855,155.9776604,0.415796894,"NACHT, LRR and PYD domains-containing protein 12 (LOC101171392), mRNA"
105354246,LOC105354246,8.346744489,156.113143,0.311615486,"general vesicular transport factor p115 (LOC105354246), mRNA"
101159552,LOC101159552,1.026688259,156.3985215,0.331466095,"galectin-3 (LOC101159552), mRNA"
100049516,vsx2,1.067575144,156.5675096,0.48738712,"visual system homeobox 2 (vsx2), transcript variant X2, mRNA;visual system homeobox 2 (vsx2), mRNA;visual system homeobox 2 (vsx2), transcript variant X1, mRNA"
101165521,LOC101165521,6.868543714,157.0483877,0.324784528,"myozenin-2 (LOC101165521), mRNA"
101168237,invs,0.629049164,157.3052158,0.32219138,"inversin (invs), transcript variant X1, mRNA"
BGI_novel_G000028,NA,5.480665429,157.4302402,0.340586573,NA
101171127,LOC101171127,1.353027423,157.885885,0.374449556,"Krueppel-like factor 11 (LOC101171127), transcript variant X1, mRNA;Krueppel-like factor 11 (LOC101171127), transcript variant X2, mRNA"
101173870,LOC101173870,0.904504227,157.9087212,0.320711639,"kazal-type serine protease inhibitor domain-containing protein 1 (LOC101173870), mRNA"
101155416,ankle1,2.620849609,158.6323863,0.642793398,"ankyrin repeat and LEM domain containing 1 (ankle1), transcript variant X2, mRNA;ankyrin repeat and LEM domain containing 1 (ankle1), transcript variant X1, mRNA"
105353750,LOC105353750,0.750381674,158.7533487,0.382664653,"glucocorticoid modulatory element-binding protein 1 (LOC105353750), transcript variant X4, mRNA;glucocorticoid modulatory element-binding protein 1 (LOC105353750), transcript variant X3, mRNA;glucocorticoid modulatory element-binding protein 1 (LOC105353750), transcript variant X2, mRNA;glucocorticoid modulatory element-binding protein 1 (LOC105353750), transcript variant X1, mRNA"
BGI_novel_G000617,NA,2.291499867,158.7816519,0.417711976,NA
105357595,LOC105357595,6.052426513,159.2152947,0.360907339,"G2/M phase-specific E3 ubiquitin-protein ligase-like (LOC105357595), transcript variant X1, mRNA;G2/M phase-specific E3 ubiquitin-protein ligase-like (LOC105357595), transcript variant X2, mRNA"
101172133,LOC101172133,1.069225893,159.7920436,0.336391497,"ATPase family AAA domain-containing protein 5 (LOC101172133), transcript variant X2, mRNA;ATPase family AAA domain-containing protein 5 (LOC101172133), transcript variant X1, mRNA;ATPase family AAA domain-containing protein 5 (LOC101172133), transcript variant X3, mRNA"
101167860,cenpf,0.698155028,160.1721972,0.304546667,"centromere protein F (cenpf), transcript variant X2, mRNA;centromere protein F (cenpf), transcript variant X3, mRNA;centromere protein F (cenpf), transcript variant X1, mRNA"
101164089,LOC101164089,0.964557873,160.5379877,0.347024736,"fatty acid-binding protein, adipocyte (LOC101164089), mRNA"
110017569,LOC110017569,0.611616478,160.8024312,0.417922949,"SIN3-HDAC complex-associated factor (LOC110017569), transcript variant X1, mRNA;SIN3-HDAC complex-associated factor (LOC110017569), transcript variant X2, mRNA"
100049438,hes6,0.65485787,160.8563037,0.439760301,"hes family bHLH transcription factor 6 (hes6), mRNA"
101167350,LOC101167350,0.689853011,161.0992341,0.302415451,"solute carrier family 15 member 1 (LOC101167350), mRNA"
101168470,wdr31,0.676561422,161.1978153,0.580979628,"WD repeat domain 31 (wdr31), transcript variant X1, mRNA;WD repeat domain 31 (wdr31), transcript variant X2, mRNA"
101170609,LOC101170609,1.225747814,161.6050699,0.321956179,"extracellular calcium-sensing receptor-like (LOC101170609), mRNA"
111948489,LOC111948489,3.202896823,161.7230467,0.327788424,"extracellular calcium-sensing receptor-like (LOC111948489), partial mRNA"
101155286,LOC101155286,6.025721101,161.8055592,0.346285052,"torsin-1A-like (LOC101155286), transcript variant X2, mRNA;torsin-1A-like (LOC101155286), transcript variant X1, mRNA"
BGI_novel_G000771,NA,2.54818077,162.6335633,0.440056103,NA
BGI_novel_G000508,NA,7.627703109,163.1151835,0.309574481,NA
101166219,hapln3,0.787729214,163.6505556,0.357369861,"hyaluronan and proteoglycan link protein 3 (hapln3), mRNA"
101164079,dcc,0.594030424,164.0478477,0.445456141,"DCC netrin 1 receptor (dcc), mRNA"
101157565,LOC101157565,0.587472516,164.8293396,0.311826681,"B-cell lymphoma 6 protein homolog (LOC101157565), mRNA"
105355587,LOC105355587,1.985525915,164.9989426,0.394520816,"gastrula zinc finger protein XlCGF8.2DB (LOC105355587), transcript variant X3, mRNA;gastrula zinc finger protein XlCGF8.2DB (LOC105355587), transcript variant X5, mRNA;gastrula zinc finger protein XlCGF8.2DB (LOC105355587), transcript variant X2, mRNA;gastrula zinc finger protein XlCGF8.2DB (LOC105355587), transcript variant X6, mRNA;gastrula zinc finger protein XlCGF8.2DB (LOC105355587), transcript variant X4, mRNA;gastrula zinc finger protein XlCGF8.2DB (LOC105355587), transcript variant X1, mRNA"
105355603,LOC105355603,1.100657541,165.483054,0.3091261,"reticulocyte-binding protein 2 homolog a (LOC105355603), transcript variant X2, mRNA;reticulocyte-binding protein 2 homolog a (LOC105355603), transcript variant X1, mRNA"
101157597,tk1,1.457928727,166.3505212,0.318318142,"thymidine kinase 1 (tk1), mRNA"
101160131,LOC101160131,0.677532921,168.0200798,0.327342438,"cyclin-dependent kinase 5 activator 2 (LOC101160131), transcript variant X2, mRNA;cyclin-dependent kinase 5 activator 2 (LOC101160131), transcript variant X3, mRNA;cyclin-dependent kinase 5 activator 2 (LOC101160131), transcript variant X4, mRNA;cyclin-dependent kinase 5 activator 2 (LOC101160131), transcript variant X1, mRNA"
BGI_novel_G000224,NA,1.785225216,168.0691965,0.447655687,NA
101166930,pcsk6,1.945729244,168.2277027,0.326481963,"proprotein convertase subtilisin/kexin type 6 (pcsk6), transcript variant X3, mRNA;proprotein convertase subtilisin/kexin type 6 (pcsk6), transcript variant X2, mRNA;proprotein convertase subtilisin/kexin type 6 (pcsk6), transcript variant X5, mRNA;proprotein convertase subtilisin/kexin type 6 (pcsk6), transcript variant X1, mRNA;proprotein convertase subtilisin/kexin type 6 (pcsk6), transcript variant X4, mRNA;proprotein convertase subtilisin/kexin type 6 (pcsk6), transcript variant X6, mRNA;proprotein convertase subtilisin/kexin type 6 (pcsk6), transcript variant X7, mRNA"
BGI_novel_G000456,NA,1.295536964,169.2564108,0.336075356,NA
105356938,LOC105356938,0.837506645,170.1959102,0.351139799,"zona pellucida sperm-binding protein 3 (LOC105356938), mRNA"
BGI_novel_G000435,NA,1.619696891,171.2965842,0.306416919,NA
101156547,LOC101156547,0.82967179,171.9955073,0.312807639,"uncharacterized LOC101156547 (LOC101156547), mRNA"
110016570,LOC110016570,0.741251363,172.0828114,0.311962442,"uncharacterized LOC110016570 (LOC110016570), mRNA"
105356225,LOC105356225,1.77818322,172.1032836,0.318830482,"retinol-binding protein 2 (LOC105356225), mRNA"
101161862,LOC101161862,0.796406253,172.2509942,0.396683341,"gastrula zinc finger protein XlCGF26.1 (LOC101161862), transcript variant X2, mRNA;gastrula zinc finger protein XlCGF26.1 (LOC101161862), transcript variant X1, mRNA"
BGI_novel_G000629,NA,2.239324581,172.2623598,0.311149736,NA
100049213,ccnb2,0.983121451,173.0975734,0.346164288,"cyclin B2 (ccnb2), mRNA"
101155823,LOC101155823,5.934130817,173.3103748,0.387620266,"2-iminobutanoate/2-iminopropanoate deaminase (LOC101155823), transcript variant X1, mRNA;2-iminobutanoate/2-iminopropanoate deaminase (LOC101155823), transcript variant X2, mRNA"
101170123,LOC101170123,7.757283415,173.4758411,0.693845507,"C-type lectin domain family 10 member A-like (LOC101170123), transcript variant X1, mRNA"
101171537,LOC101171537,1.786900229,173.5782493,0.312268071,"fer-1-like protein 6 (LOC101171537), mRNA"
101168063,LOC101168063,1.632523035,174.8518695,0.348566268,"uncharacterized LOC101168063 (LOC101168063), mRNA"
101172789,LOC101172789,7.50385592,175.0645388,0.399395427,"histone H2B 1/2 (LOC101172789), mRNA"
BGI_novel_G000458,NA,1.777090801,176.0682843,0.435342167,NA
101164777,LOC101164777,1.40115126,176.1165197,0.483875153,"pro-opiomelanocortin-like (LOC101164777), mRNA"
111946272,LOC111946272,2.955732551,176.4000575,0.32858635,"perforin-1-like (LOC111946272), mRNA"
101170330,LOC101170330,2.344134098,177.0719649,0.396631101,"xin actin-binding repeat-containing protein 2 (LOC101170330), transcript variant X2, mRNA;xin actin-binding repeat-containing protein 2 (LOC101170330), transcript variant X1, mRNA"
101172520,habp2,0.712584711,177.1453549,0.377022492,"hyaluronan binding protein 2 (habp2), mRNA"
BGI_novel_G000425,NA,1.121929023,177.4183578,0.377639937,NA
101155484,LOC101155484,1.659458675,177.7582506,0.321102703,"nesprin-2-like (LOC101155484), mRNA"
105354030,gabrg3,0.680295919,178.2927093,0.373325248,"gamma-aminobutyric acid type A receptor gamma3 subunit (gabrg3), transcript variant X2, mRNA;gamma-aminobutyric acid type A receptor gamma3 subunit (gabrg3), transcript variant X1, mRNA"
101167732,LOC101167732,0.633778484,178.6403737,0.460098992,"microfibrillar-associated protein 2 (LOC101167732), transcript variant X3, mRNA;microfibrillar-associated protein 2 (LOC101167732), transcript variant X1, mRNA;microfibrillar-associated protein 2 (LOC101167732), transcript variant X2, mRNA"
101174753,ocln,1.309114383,179.8363135,0.362192555,"occludin (ocln), transcript variant X2, mRNA;occludin (ocln), transcript variant X1, mRNA"
